indicador;infra;mes;origem;cp;regional;uf;municipio;psr;num_documento;dat_abertura;dat_fechamento;prazo_horas;status;cep;logradouro;nu_fachada;tipo_ordem;tecnico;gpon;cdo;celula;estacao;cod_encerramento;gra;cd_subscriber_hc;in_flag_indicador
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08399143;2026-02-09 16:30:06 UTC;2026-02-10 09:47:27 UTC;17;COMPLETED;21635100;RUA ARAUJO ROZO;320;FIBRA_INSTALACAO_ORDEM;TR321856;A0002D5HJ;CDOE-13013;130;NLP;00;;800U600000QKPQ0IAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08426021;2026-02-11 17:29:20 UTC;2026-02-12 11:09:13 UTC;17;COMPLETED;21635110;RUA CAPITAO PAULO;16;FIBRA_INSTALACAO_ORDEM;TR321856;A0002DGVN;CDOE-13731;137;NLP;00;;800U600000RELZYIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08350922;2026-02-05 16:25:34 UTC;2026-02-09 10:42:11 UTC;90;COMPLETED;21635150;PRACA EGIDIO DE OLIVEIRA;21;FIBRA_INSTALACAO_ORDEM;TR817745;A0002CR4Q;CDOE-14921;149;NLP;00;;800U600000QEXP9IAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08391275;2026-02-09 10:25:13 UTC;2026-02-10 09:55:07 UTC;23;COMPLETED;21635170;RUA ELZO FERREIRA;258;FIBRA_INSTALACAO_ORDEM;TR388791;A0002D2BO;CDOE-14328;143;NLP;00;;800U600000QIFP0IAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08302856;2026-02-02 13:08:51 UTC;2026-02-02 14:55:56 UTC;1;COMPLETED;21635210;RUA FROIS DE ABREU;221;FIBRA_INSTALACAO_ORDEM;TR318379;A0002C9BA;CDOE-14130;141;NLP;00;;800U600000PWJHGIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08306541;2026-02-02 16:34:46 UTC;2026-02-03 13:21:54 UTC;20;COMPLETED;21635270;RUA LISSES MELGACO;557;FIBRA_INSTALACAO_ORDEM;TR277561;A0002CAYU;CDOE-14316;143;NLP;00;;800U600000PZ5NMIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08355058;2026-02-05 20:11:49 UTC;2026-02-09 15:13:11 UTC;91;COMPLETED;21635270;RUA LISSES MELGACO;417;FIBRA_INSTALACAO_ORDEM;TR277561;A0002CSL4;CDOE-14308;143;NLP;00;;800U600000QIJLVIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08399025;2026-02-09 16:23:35 UTC;2026-02-10 16:28:01 UTC;24;COMPLETED;21635270;RUA LISSES MELGACO;936;FIBRA_INSTALACAO_ORDEM;TR817745;A0002D5FJ;CDOE-13316;133;NLP;00;;800U600000QMHEQIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08361154;2026-02-06 11:46:47 UTC;2026-02-06 18:54:17 UTC;7;COMPLETED;21635290;RUA LUCIO JOSE FILHO;206;FIBRA_INSTALACAO_ORDEM;TR272041;A0002CU7T;CDOE-14106;141;NLP;00;;800U600000QO8EPIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08369097;2026-02-06 19:07:40 UTC;2026-02-07 13:37:12 UTC;18;COMPLETED;21635310;RUA LUIS CARLOS CONCEICAO;460;FIBRA_INSTALACAO_ORDEM;TR277561;A0002CXB2;CDOE-14430;144;NLP;00;;800U600000QS1HRIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08392789;2026-02-09 11:31:13 UTC;2026-02-09 16:25:13 UTC;4;COMPLETED;21635350;RUA MINERVINA NUNES DA COSTA;855;FIBRA_INSTALACAO_ORDEM;TR685429;A0002D2W7;CDOE-13307;133;NLP;00;;800U600000QJW99IAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08355763;2026-02-05 21:07:54 UTC;2026-02-06 13:53:38 UTC;16;COMPLETED;21635350;RUA MINERVINA NUNES DA COSTA;865;FIBRA_INSTALACAO_ORDEM;TT399193;A0002CSRJ;CDOE-13307;133;NLP;00;;800U600000QIJSTIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08435680;2026-02-12 13:02:38 UTC;2026-02-12 16:10:03 UTC;3;COMPLETED;21635350;RUA MINERVINA NUNES DA COSTA;395;FIBRA_INSTALACAO_ORDEM;TR818827;A0002DK2O;CDOE-15027;150;NLP;00;;800U600000RQF2HIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08415436;2026-02-10 17:59:11 UTC;2026-02-11 12:05:17 UTC;18;COMPLETED;21635370;RUA ORLANDO DE AQUINO;145;FIBRA_INSTALACAO_ORDEM;TR277561;A0002DBU0;CDOE-14605;146;NLP;00;;800U600000R2H4FIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08352700;2026-02-05 18:02:38 UTC;2026-02-06 13:04:50 UTC;19;COMPLETED;21635380;RUA OTACILIO PEDRO VASCO;835;FIBRA_INSTALACAO_ORDEM;TR818736;A0002CRVC;CDOE-14408;144;NLP;00;;800U600000QGISTIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08351342;2026-02-05 16:47:29 UTC;2026-02-06 11:33:50 UTC;18;COMPLETED;21635410;RUA PROFESSOR LUIS MELO CAMPOS;301;FIBRA_INSTALACAO_ORDEM;TR817745;A0002CRAY;CDOE-13916;139;NLP;00;;800U600000QFTYRIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08420183;2026-02-11 09:41:16 UTC;2026-02-11 18:50:55 UTC;9;COMPLETED;21635420;RUA RIO ACARI;28;FIBRA_INSTALACAO_ORDEM;TR552447;A0002DDEZ;CDOE-12611;126;NLP;00;;800U600000R9LZGIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08303880;2026-02-02 14:09:27 UTC;2026-02-03 12:33:58 UTC;22;COMPLETED;21635430;RUA SILVESTRE FILIPPI;5;FIBRA_INSTALACAO_ORDEM;TR818736;A0002C9Q5;CDOE-15105;151;NLP;00;;800U600000PWMSSIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08383857;2026-02-08 12:32:13 UTC;2026-02-09 09:41:27 UTC;21;COMPLETED;21645170;RUA DELFINA DA CUNHA;294;FIBRA_INSTALACAO_ORDEM;TT619204;A0002D0P3;CDOE-18017;180;NLP;00;;800U600000QEHRPIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08406585;2026-02-10 09:16:03 UTC;2026-02-11 09:02:40 UTC;23;COMPLETED;21645170;RUA DELFINA DA CUNHA;56;FIBRA_INSTALACAO_ORDEM;TR818732;A0002D7S3;CDOE-18023;180;NLP;00;;800U600000QWXQMIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;08295797;2026-02-01 16:26:16 UTC;2026-02-05 12:48:42 UTC;92;COMPLETED;21645170;RUA DELFINA DA CUNHA;274;FIBRA_INSTALACAO_ORDEM;TR818827;A0002C4VD;CDOE-18019;180;NLP;00;;800U600000PRUIEIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;08292321;2026-01-31 19:02:19 UTC;2026-02-02 18:18:41 UTC;47;COMPLETED;2280050;RUA ANICHA QUENA;152;FIBRA_INSTALACAO_ORDEM;TR746783;A0002C45M;CDOE-2607;26;BGR;00;;800U600000PLZMYIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;08387459;2026-02-08 21:46:02 UTC;2026-02-09 19:17:12 UTC;21;COMPLETED;2280330;RUA DO CORREGO;289;FIBRA_INSTALACAO_ORDEM;TR565196;A0002D1GJ;CDOE-2801;28;BGR;00;;800U600000QFXZ6IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;08391249;2026-02-09 10:23:39 UTC;2026-02-10 17:15:10 UTC;30;COMPLETED;2317200;RUA BENEDITO SERVULO SANTANA;34;FIBRA_INSTALACAO_ORDEM;TR565196;A0002D2BC;CDOE-24405;244;BGR;00;;800U600000QGEMQIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08346364;2026-02-05 12:44:50 UTC;2026-02-05 17:37:21 UTC;4;COMPLETED;23810030;RUA BRASIL NORTE;6;FIBRA_INSTALACAO_ORDEM;TR352136;A0002CPFD;CDOE-3322;33;IGI;00;IGI;800U600000QD9B4IAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08422224;2026-02-11 12:29:15 UTC;2026-02-11 15:28:41 UTC;2;COMPLETED;23810100;RUA ESTADOS UNIDOS;46;FIBRA_INSTALACAO_ORDEM;TR388470;A0002DEMC;CDOE-3306;33;IGI;00;IGI;800U600000RCOZQIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08301842;2026-02-02 12:10:20 UTC;2026-02-02 15:37:54 UTC;3;COMPLETED;23810100;RUA ESTADOS UNIDOS;43;FIBRA_INSTALACAO_ORDEM;TR388470;A0002C8TD;CDOE-4624;46;IGI;00;IGI;800U600000PWM7YIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08319402;2026-02-03 13:18:34 UTC;2026-02-03 16:13:46 UTC;2;COMPLETED;23810100;RUA ESTADOS UNIDOS;65;FIBRA_INSTALACAO_ORDEM;TR388470;A0002CEQH;CDOE-4510;45;IGI;00;IGI;800U600000PM3UTIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08333938;2026-02-04 16:29:26 UTC;2026-02-05 09:36:35 UTC;17;COMPLETED;23810100;TRAVESSA UM AC R ESTADOS UNIDOS;9;FIBRA_INSTALACAO_ORDEM;TR388470;A0002CL2N;CDOE-4508;45;IGI;00;IGI;800U600000Q2JOCIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08351171;2026-02-05 16:38:41 UTC;2026-02-06 08:51:07 UTC;16;COMPLETED;23810120;RUA GLORIA;48;FIBRA_INSTALACAO_ORDEM;TR679005;A0002CR8L;CDOE-2312;23;IGI;00;IGI;800U600000QFOJGIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08350957;2026-02-06 13:02:43 UTC;2026-02-06 16:10:25 UTC;3;COMPLETED;23810140;RUA BENJAMIN COSTA;99;FIBRA_INSTALACAO_ORDEM;TR352136;A0002CURY;CDOE-4539;45;IGI;00;IGI;800U600000QP5ETIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08300033;2026-02-02 10:32:06 UTC;2026-02-02 13:15:46 UTC;2;COMPLETED;23810190;AVENIDA CLEONILDO BENVINDO DE OLIVEIRA;99;FIBRA_INSTALACAO_ORDEM;TR388470;A0002C7ZJ;CDOE-4527;45;IGI;00;IGI;800U600000PV4OMIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08322683;2026-02-03 19:19:51 UTC;2026-02-04 09:34:38 UTC;14;COMPLETED;23810190;AVENIDA CLEONILDO BENVINDO DE OLIVEIRA;214;FIBRA_INSTALACAO_ORDEM;TR818753;A0002CHM3;CDOE-4532;45;IGI;00;IGI;800U600000PN5KXIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08346061;2026-02-05 12:30:09 UTC;2026-02-05 16:47:42 UTC;4;COMPLETED;23810200;RUA DOUTOR CURVELO CAVALCANTI;248;FIBRA_INSTALACAO_ORDEM;TR457750;A0002CPBT;CDOE-5104;51;IGI;00;IGI;800U600000QD3NNIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08324505;2026-02-03 17:31:16 UTC;2026-02-04 09:32:56 UTC;16;COMPLETED;23810250;RUA PARIS;548;FIBRA_INSTALACAO_ORDEM;TR374324;A0002CGVM;CDOE-3113;31;IGI;00;IGI;800U600000POLTNIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08409769;2026-02-10 12:18:26 UTC;2026-02-10 15:04:41 UTC;2;COMPLETED;23810380;RUA MARIA IRENE DE OLIVEIRA SHINAGAWA;392;FIBRA_INSTALACAO_ORDEM;TR374324;A0002D968;CDOE-5236;52;IGI;00;IGI;800U600000QYYLRIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08330811;2026-02-04 12:19:07 UTC;2026-02-05 13:18:47 UTC;24;COMPLETED;23810400;RUA ANTONIO DE SOUZA;35;FIBRA_INSTALACAO_ORDEM;TR272820;A0002CJ8U;CDOE-2024;20;IGI;00;IGI;800U600000PZXKQIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08408070;2026-02-10 10:44:11 UTC;2026-02-10 17:30:06 UTC;6;COMPLETED;23810490;RUA CUBA;15;FIBRA_INSTALACAO_ORDEM;TR705902;A0002D8E6;CDOE-5409;54;IGI;00;IGI;800U600000QXXNWIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08347160;2026-02-05 13:31:40 UTC;2026-02-05 15:35:48 UTC;2;COMPLETED;23810600;RUA MARIA CANDIDA;531;FIBRA_INSTALACAO_ORDEM;TR388470;A0002CPQN;CDOE-2928;29;IGI;00;IGI;800U600000QDEQQIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08364830;2026-02-06 14:57:52 UTC;2026-02-06 20:27:00 UTC;5;COMPLETED;23810770;RUA RIO DE JANEIRO;37;FIBRA_INSTALACAO_ORDEM;TR388470;A0002CVLA;CDOE-5514;55;IGI;00;IGI;800U600000QQCVKIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08287782;2026-02-01 18:29:16 UTC;2026-02-02 15:25:49 UTC;20;COMPLETED;23810840;RUA HAROLDO RODRIGUES JESUS;613;FIBRA_INSTALACAO_ORDEM;TR679005;A0002C5QD;CDOE-2913;29;IGI;00;IGI;800U600000PMUZOIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08287352;2026-02-01 18:58:49 UTC;2026-02-02 17:11:36 UTC;22;COMPLETED;23811050;RUA SAO JOSE;44;FIBRA_INSTALACAO_ORDEM;TR818753;A0002C60U;CDOE-2924;29;IGI;00;IGI;800U600000PMBKFIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08284420;2026-02-01 19:44:12 UTC;2026-02-02 18:02:01 UTC;22;COMPLETED;23811105;RUA ANTONIO CEZARIO ALVES;38;FIBRA_INSTALACAO_ORDEM;TR457750;A0002C6CI;CDOE-1809;18;IGI;00;IGI;800U600000PHNAEIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08412653;2026-02-10 14:35:14 UTC;2026-02-10 17:35:51 UTC;3;COMPLETED;23811360;RUA MINISTRO SIMOES LOPES;7;FIBRA_INSTALACAO_ORDEM;TR679005;A0002DA60;CDOE-2428;24;IGI;00;IGI;800U600000QZ86EIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08410172;2026-02-10 12:37:58 UTC;2026-02-10 16:46:03 UTC;4;COMPLETED;23811360;RUA MINISTRO SIMOES LOPES;SN;FIBRA_INSTALACAO_ORDEM;TR388470;A0002D9AX;CDOE-2418;24;IGI;00;IGI;800U600000QYZE7IAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08427000;2026-02-11 18:36:32 UTC;2026-02-12 17:14:25 UTC;22;COMPLETED;23812170;RUA PADRE MONTOIA;SN;FIBRA_INSTALACAO_ORDEM;TR818753;A0002DHDH;CDOE-4334;43;IGI;00;IGI;800U600000RHMAUIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08413231;2026-02-10 15:20:02 UTC;2026-02-10 18:31:24 UTC;3;COMPLETED;23812360;RUA MAUA;16;FIBRA_INSTALACAO_ORDEM;TR457750;A0002DAIC;CDOE-4836;48;IGI;00;IGI;800U600000QYEUWIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08301352;2026-02-02 11:45:09 UTC;2026-02-04 17:03:36 UTC;53;COMPLETED;23812520;RUA EUCLYDES DOS SANTOS;66;FIBRA_INSTALACAO_ORDEM;TR388470;A0002C8M4;CDOE-2234;22;IGI;00;IGI;800U600000PWSURIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08435731;2026-02-12 13:06:39 UTC;2026-02-12 16:33:58 UTC;3;COMPLETED;23812560;TRAVESSA SAO FRANCISCO XAVIER;22;FIBRA_INSTALACAO_ORDEM;TR679005;A0002DK3R;CDOE-919;9;IGI;00;IGI;800U600000RQJ1FIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08385095;2026-02-08 14:30:42 UTC;2026-02-13 16:58:47 UTC;122;COMPLETED;23815020;RUA BENITO JUAREZ;36;FIBRA_INSTALACAO_ORDEM;TR705902;A0002D0W6;"";"";IGI;00;IGI;800U600000QEVWUIAY;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08365379;2026-02-06 15:32:36 UTC;2026-02-11 13:29:37 UTC;117;COMPLETED;23815020;RUA BENITO JUAREZ;5;FIBRA_INSTALACAO_ORDEM;TR679005;A0002CVU7;CDOE-2119;21;IGI;00;IGI;800U600000QPPXSIAK;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08294896;2026-02-01 13:50:50 UTC;2026-02-01 16:48:27 UTC;2;COMPLETED;23815100;RUA JONAS COSTA PEREIRA;51;FIBRA_INSTALACAO_ORDEM;TC054852;A0002C4CG;CDOE-1901;19;IGI;00;IGI;800U600000PRADSIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08421312;2026-02-11 11:17:04 UTC;2026-02-12 12:27:49 UTC;25;COMPLETED;23815150;RUA REVERENDO OTAVIO LUIS VIEIRA;496;FIBRA_INSTALACAO_ORDEM;TR388470;A0002DE2O;CDOE-2030;20;IGI;00;IGI;800U600000RB6OPIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08411569;2026-02-10 13:54:05 UTC;2026-02-10 18:26:08 UTC;4;COMPLETED;23815470;RUA OSCAR CARDOSO VIEIRA BRAGA;24;FIBRA_INSTALACAO_ORDEM;TR352136;A0002D9TZ;CDOE-4812;48;IGI;00;IGI;800U600000QZG5EIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08365257;2026-02-06 15:24:44 UTC;2026-02-06 18:52:05 UTC;3;COMPLETED;23815541;ESTRADA ARI PARREIRAS;399;FIBRA_INSTALACAO_ORDEM;TR457750;A0002CVSA;CDOI-4904;49;IGI;00;IGI;800U600000QQLHTIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08373737;2026-02-07 09:54:44 UTC;2026-02-07 12:54:38 UTC;2;COMPLETED;23815560;RUA GORGENIO DE FREITAS MARINS;60;FIBRA_INSTALACAO_ORDEM;TR272820;A0002CY88;CDOE-707;7;IGI;00;IGI;800U600000QZO9HIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08399692;2026-02-09 16:58:27 UTC;2026-02-10 10:46:24 UTC;17;COMPLETED;23820130;RUA BENEDITO BERMUDES DE CASTRO;18;FIBRA_INSTALACAO_ORDEM;TR705902;A0002D5RD;CDOE-8708;87;IGI;00;IGI;800U600000QLHJFIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08445622;2026-02-13 10:02:52 UTC;2026-02-13 18:02:25 UTC;7;COMPLETED;23820360;RUA JOÃO JOSÉ DA ROCHA;58;FIBRA_INSTALACAO_ORDEM;TR818753;A0002DO0E;"";"";IGI;00;;800U600000RABBAIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08404815;2026-02-09 23:30:40 UTC;2026-02-11 10:53:17 UTC;35;COMPLETED;23820720;RUA SEBASTIAO LIBRALESCO;13;FIBRA_INSTALACAO_ORDEM;TR374324;A0002D7G5;CDOE-8734;87;IGI;00;IGI;800U600000QSOHBIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08364354;2026-02-06 14:29:36 UTC;2026-02-06 17:30:44 UTC;3;COMPLETED;23820730;RUA SEBASTIAO VAZ;30;FIBRA_INSTALACAO_ORDEM;TR374324;A0002CVDN;CDOE-8701;87;IGI;00;IGI;800U600000QQIUGIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08315810;2026-02-03 10:04:47 UTC;2026-02-04 10:20:10 UTC;24;COMPLETED;23820770;RUA JULIO VERNE;45;FIBRA_INSTALACAO_ORDEM;TR679005;A0002CDE2;CDOE-5807;58;IGI;00;IGI;800U600000PK0PVIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08394225;2026-02-09 12:40:38 UTC;2026-02-09 17:36:20 UTC;4;COMPLETED;23820840;RUA ALZIRA MARIA DE OLIVEIRA ANT R 65;6;FIBRA_INSTALACAO_ORDEM;TR457750;A0002D3J6;CDOE-1322;13;IGI;00;IGI;800U600000QIUIHIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08390485;2026-02-09 09:44:29 UTC;2026-02-09 11:53:39 UTC;2;COMPLETED;23821010;RUA IVO CIUFFO CICARINO;116;FIBRA_INSTALACAO_ORDEM;TR705902;A0002D21D;CDOE-5925;59;IGI;00;IGI;800U600000QHLQZIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08407784;2026-02-10 10:30:38 UTC;2026-02-10 15:26:58 UTC;4;COMPLETED;23821135;RUA ELVIRA CIUFFO CICARINO;1011;FIBRA_INSTALACAO_ORDEM;TR705902;A0002D8AO;CDOI-6318.2;63;IGI;00;IGI;800U600000QWZLOIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08332877;2026-02-04 15:35:20 UTC;2026-02-06 12:05:14 UTC;44;COMPLETED;23821135;RUA ELVIRA CIUFFO CICARINO;1011;FIBRA_INSTALACAO_ORDEM;TR352136;A0002CKHQ;CDOI-6320.2;63;IGI;00;IGI;800U600000Q1OF7IAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08290016;2026-02-01 16:22:35 UTC;2026-02-02 14:28:06 UTC;22;COMPLETED;23821135;RUA ELVIRA CIUFFO CICARINO;1011;FIBRA_INSTALACAO_ORDEM;TR679005;A0002C4U2;CDOI-6309.1;63;IGI;00;IGI;800U600000PMM7NIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08419842;2026-02-11 09:07:15 UTC;2026-02-11 15:21:05 UTC;6;COMPLETED;23821135;RUA ELVIRA CIUFFO CICARINO;1011;FIBRA_INSTALACAO_ORDEM;TR374324;A0002DD8N;CDOI-6323.1;63;IGI;00;IGI;800U600000R9ESHIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;08318123;2026-02-03 12:11:27 UTC;2026-02-03 17:30:22 UTC;5;COMPLETED;23821230;RUA PRESIDENTE VARGAS;352;FIBRA_INSTALACAO_ORDEM;TR352136;A0002CE9H;CDOE-712;7;IGI;00;IGI;800U600000PKNNQIAE;SIM
